chemsys,auid,compound,spacegroup_relax,pearson,enthalpy_formation_atom,enthalpy_atom,band_gap,neg_formation_energy
Co-Te,aflow:242a62960c4f393a,Co2Te2,194,hP4,,-3.62942,0.0,False
Co-Te,aflow:263fb6e3f7faa42d,Co3Te1,123,tP4,0.375197,-5.74173,,False
Co-Te,aflow:2896cf6b9b97c558,Co1Te5,189,hP6,0.195268,-3.60737,,False
Co-Te,aflow:2cc824efb40146b7,Co3Te2,166,hR5,0.326693,-5.19513,,False
Co-Te,aflow:2cbf4537372a89d6,Co2Te2,186,hP4,0.165225,-4.95986,,False
Co-Te,aflow:2e14899c6a95c740,Co3Te1,139,tI8,0.225687,-5.89124,,False
Co-Te,aflow:30b68e59c98c3c2f,Co2Te2,227,cF16,0.966373,-4.15871,,False
Co-Te,aflow:3069194537075616,Co2Te4,58,oP6,,-3.49902,0.0,False
Co-Te,aflow:3340821497eed56d,Co4Te2,12,mS12,0.254295,-5.53202,,False
Co-Te,aflow:33f607eb35316870,Co1Te2,139,tI6,0.232227,-4.23163,,False
Co-Te,aflow:3519a6d8830cd712,Co4Te3,191,hP7,1.06288,-4.34559,,False
Co-Te,aflow:362b1854088f1c3a,Co3Te6,189,hP9,0.301415,-4.16245,,False
Co-Te,aflow:38fec0d7089acd18,Co5Te1,123,tP6,0.305729,-6.14181,,False
Co-Te,aflow:383c3fe951c344e9,Co2Te6,63,oS16,0.0476181,-4.08563,,False
Co-Te,aflow:397aee06c34091d7,Co5Te4,139,tI18,0.140545,-5.20495,,False
Co-Te,aflow:3e5ad2a112921015,Co2Te1,164,hP3,0.408949,-5.37736,,False
Co-Te,aflow:41b506fbd5e55a64,Co10Te6,63,oS32,0.193716,-5.42729,,False
Co-Te,aflow:4198a552bbd52991,Co16Te8,227,cF96,0.202139,-5.58417,,False
Co-Te,aflow:4298acf90badf87d,Co2Te2,11,mP4,0.102754,-5.02233,,False
Co-Te,aflow:43b82fd63f68d333,Co8Te1,139,tI18,0.102603,-6.56534,,False
Co-Te,aflow:43fbba2b36001239,Co1Te5,38,oS12,0.0400068,-3.76263,,False
Co-Te,aflow:447427319c443529,Co1Te3,71,oI8,0.140534,-3.99271,,False
Co-Te,aflow:4519be740e912480,Co12Te12,57,oP24,0.143453,-4.98163,,False
Co-Te,aflow:46eede55ef782ba4,Co5Te1,38,oS12,0.288752,-6.15878,,False
Co-Te,aflow:4938fc107a616000,Co4Te1,87,tI10,0.189105,-6.12618,,False
Co-Te,aflow:49c9446217e47249,Co1Te2,164,hP3,0.036864,-4.427,,False
Co-Te,aflow:4906a96c102a9847,Co1Te5,191,hP6,0.894333,-2.9083,,False
Co-Te,aflow:4a9e235428672f29,Co4Te2,140,tI12,0.291223,-5.49509,,False
Co-Te,aflow:4a32bfec390c7f5d,Co1Te2,164,hP3,-0.19593,-4.65979,,True
Co-Te,aflow:4cd5a664fce0c6c2,Co4Te8,205,cP12,,-3.15447,0.0,False
Co-Te,aflow:4c88c6da42255f7c,Co1Te1,187,hP2,0.283491,-4.84159,,False
Co-Te,aflow:4dfac1795edff5f3,Co2Te6,223,cP8,0.783159,-3.35009,,False
Co-Te,aflow:4df1cb9e7849d1db,Co3Te1,221,cP4,0.20799,-5.90893,,False
Co-Te,aflow:4fde9c1e6d12352a,Co2Te2,59,oP4,0.0385773,-5.08651,,False
Co-Te,aflow:507c9d8c949ab052,Co1Te3,25,oP4,0.0873025,-4.04594,,False
Co-Te,aflow:50191724991271e8,Co1Te3,221,cP4,0.80587,-3.32738,,False
Co-Te,aflow:555acf374b3f2240,Co2Te1,139,tI6,0.339363,-5.44695,,False
Co-Te,aflow:59ad8c3d1aa89102,Co2Te2,11,mP4,0.083212,-5.04187,,False
Co-Te,aflow:59e55d1407a0e3fb,Co3Te1,221,cP4,0.208376,-5.90855,,False
Co-Te,aflow:5a08649e5cd204d5,Co4Te4,62,oP8,0.171569,-4.95352,,False
Co-Te,aflow:5b2ea7d817079415,Co6Te3,189,hP9,0.231845,-5.55446,,False
Co-Te,aflow:5d5b05ff5cb83d81,Co3Te4,191,hP7,0.485801,-4.3559,,False
Co-Te,aflow:5dbefe0b6138b7fd,Co2Te2,59,oP4,0.17618,-4.9489,,False
Co-Te,aflow:5f52fa6611795e36,Co12Te17,217,cI58,0.391693,-4.39138,,False
Co-Te,aflow:5f0e97596f0cd829,Co2Te1,139,tI6,0.340832,-5.44548,,False
Co-Te,aflow:60b2d70a340e2034,Co2Te2,194,hP4,,-3.62944,0.0,False
Co-Te,aflow:6193af3d3c547640,Co5Te3,65,oS16,0.295829,-5.32517,,False
Co-Te,aflow:639acd892b69cdfe,Co17Te12,217,cI58,0.401664,-5.06543,,False
Co-Te,aflow:643c68752ac01bed,Co18Te6,59,oP24,0.221804,-5.89512,,False
Co-Te,aflow:65cefaedb953b40a,Co8Te16,194,hP24,0.79301,-3.67085,,False
Co-Te,aflow:66376799f63811c9,Co1Te5,8,mS12,0.116299,-3.68634,,False
Co-Te,aflow:6793c63795a0a126,Co1Te2,164,hP3,-0.20029,-4.66415,,True
Co-Te,aflow:69adc5cfa13ed7a1,Co8Te4,141,tI24,0.282601,-5.50371,,False
Co-Te,aflow:693c07242b6e0f86,Co2Te1,69,oF12,1.32691,-4.4594,,False
Co-Te,aflow:6bd12d5a10b8e64f,Co6Te2,59,oP8,0.22567,-5.89125,,False
Co-Te,aflow:6f77a73c9d0c99f9,Co1Te2,139,tI6,0.234591,-4.22927,,False
Co-Te,aflow:6faefd8193978d61,Co4Te5,139,tI18,0.67508,-4.2296,,False
Co-Te,aflow:719689c49e38dcd0,Co1Te7,225,cF32,0.689736,-2.94759,,False
Co-Te,aflow:72bed75277521732,Co1Te4,229,cI10,0.286138,-3.64874,,False
Co-Te,aflow:736987e1b5d194b9,Co3Te3,8,mS12,0.109423,-5.01566,,False
Co-Te,aflow:75fa336935d3dd5a,Co2Te1,123,tP3,0.388829,-5.39748,,False
Co-Te,aflow:7662f0caea5d061d,Co4Te2,8,mS12,0.269306,-5.517,,False
Co-Te,aflow:7772f61c94ed092e,Co2Te2,129,tP4,0.0388568,-5.08623,,False
Co-Te,aflow:7873283f21c2a93a,Co24Te5,217,cI58,0.255622,-6.16911,,False
Co-Te,aflow:79af5a2622b1c9d7,Co4Te2,63,oS12,0.264979,-5.52133,,False
Co-Te,aflow:795afa71765938b5,Co2Te1,164,hP3,0.414187,-5.37212,,False
Co-Te,aflow:7b3f797998872c15,Co6Te2,139,tI16,0.222247,-5.89468,,False
Co-Te,aflow:7c11e644b62edf1e,Co1Te2,164,hP3,-0.197838,-4.6617,,True
Co-Te,aflow:7c9f2540c5bd2c6c,Co1Te2,164,hP3,-0.198157,-4.66202,,True
Co-Te,aflow:7d536b7b2b4ed610,Co2Te4,194,hP6,0.0741408,-4.38972,,False
Co-Te,aflow:7fd76960ff62296d,Co4Te2,194,hP6,0.285714,-5.5006,,False
Co-Te,aflow:806a7822aaf8733d,Co1Te3,65,oS8,0.193796,-3.93945,,False
Co-Te,aflow:81b3068692bafd2a,Co2Te4,194,hP6,0.440707,-4.02315,,False
Co-Te,aflow:82443d8f61e42ee3,Co3Te1,12,mS8,0.34408,-5.77284,,False
Co-Te,aflow:82b5d8fc41dc7679,Co1Te3,123,tP4,0.197449,-3.9358,,False
Co-Te,aflow:859ecb8fb591275e,Co2Te1,191,hP3,0.433654,-5.35266,,False
Co-Te,aflow:86b9f4e64395f7ea,Co2Te2,194,hP4,-0.0590805,-5.18417,,True
Co-Te,aflow:898b3b25482b9c34,Co2Te2,194,hP4,,-3.62925,0.0,False
Co-Te,aflow:8a39192f027346e9,Co8Te10,193,hP18,0.343787,-4.56089,,False
Co-Te,aflow:8b709dc7bb6ead38,Co2Te2,194,hP4,-0.0591167,-5.1842,,True
Co-Te,aflow:8bd163194af7172f,Co3Te1,221,cP4,1.83425,-4.28267,,False
Co-Te,aflow:8c472ebe2f21c31b,Co2Te4,8,mS12,-0.000556,-4.46442,,True
Co-Te,aflow:9081b0259efc33cf,Co2Te4,58,oP6,,-3.49906,0.0,False
Co-Te,aflow:90065bbbb8d7dd2c,Co1Te5,123,tP6,0.345208,-3.45743,,False
Co-Te,aflow:916e76753c882d24,Co2Te2,129,tP4,0.0392283,-5.08586,,False
Co-Te,aflow:920d2fa7159ef4f2,Co2Te1,139,tI6,0.339438,-5.44687,,False
Co-Te,aflow:98463306c39c96eb,Co3Te1,47,oP4,0.369577,-5.74735,,False
Co-Te,aflow:99d076faf9714b37,Co5Te1,8,mS12,0.287938,-6.1596,,False
Co-Te,aflow:9c32874cb891b961,Co3Te1,221,cP4,0.20829,-5.90863,,False
Co-Te,aflow:9ecff5d971701b0f,Co4Te2,12,mS12,0.297624,-5.48869,,False
Co-Te,aflow:9e86a6a604dc3bc5,Co2Te4,58,oP6,,-3.49913,0.0,False
Co-Te,aflow:9f444643f435ec1d,Co4Te2,63,oS12,-0.0382752,-5.82459,,True
Co-Te,aflow:a0e604f1cfa1e6af,Co1Te1,225,cF8,0.20724,-4.91785,,False
Co-Te,aflow:a2bd205da41d16a1,Co6Te2,194,hP8,0.251114,-5.86581,,False
Co-Te,aflow:a3200b8169d947f3,Co1Te3,65,oS8,0.672559,-3.46069,,False
Co-Te,aflow:a35a27d256054b5c,Co3Te1,225,cF16,0.325128,-5.79179,,False
Co-Te,aflow:a6cc2c1ac252ab20,Co4Te12,62,oP16,0.087516,-4.04573,,False
Co-Te,aflow:a6382674cbfd5344,Co3Te3,8,mS12,0.203085,-4.922,,False
Co-Te,aflow:a6a1ffb051f448be,Co1Te3,123,tP4,0.204554,-3.92869,,False
Co-Te,aflow:a7263501cdcdf8a1,Co1Te1,216,cF8,0.148201,-4.97688,,False
Co-Te,aflow:a984deac5d9ba9e8,Co2Te2,51,oP4,0.219235,-4.90585,,False
Co-Te,aflow:ab5fe8e1d89fa9d4,Co2Te1,139,tI6,0.340527,-5.44578,,False
Co-Te,aflow:acca803bd13e0cc1,Co2Te1,164,hP3,0.435205,-5.3511,,False
Co-Te,aflow:ad4e6e51c0e45488,Co2Te1,139,tI6,0.339655,-5.44665,,False
Co-Te,aflow:afcd961d13f7b8a3,Co1Te3,65,oS8,-0.00950525,-4.14275,,True
Co-Te,aflow:af2c517c329dd066,Co2Te2,141,tI8,0.565258,-4.55983,,False
Co-Te,aflow:b20f973c9b6c0125,Co1Te1,221,cP2,0.442746,-4.68234,,False
Co-Te,aflow:b42552456591990d,Co1Te2,164,hP3,,-3.32359,0.0,False
Co-Te,aflow:b623199c27515bca,Co1Te3,12,mS8,0.141788,-3.99146,,False
Co-Te,aflow:b64e0ce84db724b9,Co4Te8,194,hP12,0.734877,-3.72898,,False
Co-Te,aflow:b698799b1916aa52,Co16Te4,217,cI40,0.426154,-5.88914,,False
Co-Te,aflow:b7e3e465230d53b2,Co2Te1,139,tI6,0.339321,-5.44699,,False
Co-Te,aflow:b9b709c08327ec99,Co6Te18,59,oP24,0.0515782,-4.08167,,False
Co-Te,aflow:b93ee394969d753b,Co4Te8,205,cP12,-0.165618,-4.62948,,True
Co-Te,aflow:ba85f7a8ec83c90f,Co2Te2,164,hP4,-0.0190597,-5.14414,,True
Co-Te,aflow:bcb4f55d550709b3,Co4Te2,141,tI12,0.448857,-5.33745,,False
Co-Te,aflow:bf8788a3d773bbe3,Co6Te2,223,cP8,0.314961,-5.80196,,False
Co-Te,aflow:c1761c2a66f42214,Co6Te18,194,hP24,0.270278,-3.86297,,False
Co-Te,aflow:c18a6f46815eae83,Co1Te2,139,tI6,0.23235,-4.23151,,False
Co-Te,aflow:c3eeff5b7937cc1a,Co2Te1,164,hP3,0.414592,-5.37172,,False
Co-Te,aflow:c327fb8630f00264,Co7Te1,225,cF32,0.176576,-6.43627,,False
Co-Te,aflow:c6087ed53035b2af,Co1Te3,44,oI8,0.0165535,-4.11669,,False
Co-Te,aflow:c7f85477aed63368,Co1Te4,139,tI10,0.674998,-3.25988,,False
Co-Te,aflow:c9e1b9949af2bd3e,Co4Te2,63,oS12,0.270973,-5.51534,,False
Co-Te,aflow:cb6200ffa26bbc87,Co1Te2,139,tI6,0.232949,-4.23091,,False
Co-Te,aflow:ccd0bfdc7eff330a,Co1Te2,139,tI6,0.232469,-4.23139,,False
Co-Te,aflow:cc660830b1010ff4,Co1Te2,139,tI6,0.230711,-4.23315,,False
Co-Te,aflow:cd3a5fc68a9c053f,Co3Te1,10,mP4,0.464281,-5.65264,,False
Co-Te,aflow:cf12512e5cc9e175,Co2Te6,194,hP8,0.0464854,-4.08676,,False
Co-Te,aflow:d095eee0d6f85830,Co4Te1,229,cI10,1.00917,-5.30612,,False
Co-Te,aflow:d1614f522a5c009c,Co2Te2,166,hR4,0.02014,-5.10494,,False
Co-Te,aflow:d228b3a083f8af6e,Co1Te3,166,hR4,0.0103368,-4.12291,,False
Co-Te,aflow:d6920c962dd83b08,Co3Te1,166,hR4,0.529588,-5.58733,,False
Co-Te,aflow:d6a38152b32f47fe,Co1Te1,225,cF8,0.205892,-4.91919,,False
Co-Te,aflow:d6d28ea87508482b,Co3Te1,187,hP4,0.374492,-5.74243,,False
Co-Te,aflow:d8c94464687aaee6,Co4Te2,227,cF24,0.500257,-5.28605,,False
Co-Te,aflow:ddacec5fd57b29d2,Co4Te2,58,oP6,0.413068,-5.37324,,False
Co-Te,aflow:dda056d8a4739875,Co4Te2,12,mS12,0.298132,-5.48818,,False
Co-Te,aflow:de91f9b85f83cd57,Co3Te1,221,cP4,0.208747,-5.90818,,False
Co-Te,aflow:df9b94ab49bdbd4a,Co2Te2,63,oS8,0.149246,-4.97584,,False
Co-Te,aflow:dfa437563f5e3d29,Co2Te4,12,mS12,-0.0906508,-4.55451,,True
Co-Te,aflow:e5cad432c9ca3b1a,Co2Te4,12,mS12,-0.00964933,-4.47351,,True
Co-Te,aflow:e6be11b6f547c124,Co2Te2,12,mS8,0.02381,-5.10128,,False
Co-Te,aflow:e8b1492fe0f12695,Co2Te6,63,oS16,0.319374,-3.81387,,False
Co-Te,aflow:e90deb892788d269,Co2Te2,129,tP4,0.040867,-5.08422,,False
Co-Te,aflow:e9043a5413f61e1c,Co4Te2,12,mS12,0.313037,-5.47327,,False
Co-Te,aflow:ee2e92ed3679799c,Co1Te1,65,oS4,0.440416,-4.68467,,False
Co-Te,aflow:ef9882192e4a925d,Co2Te4,12,mS12,-0.0266947,-4.49055,,True
Co-Te,aflow:ef8dcb0f433f02d3,Co2Te2,129,tP4,0.0411715,-5.08391,,False
Co-Te,aflow:f073fb116cf4dd01,Co2Te4,12,mS12,-0.0238122,-4.48767,,True
Co-Te,aflow:f01c1656af4d5dd7,Co4Te2,58,oP6,0.413068,-5.37324,,False
Co-Te,aflow:f13f21147da75316,Co2Te2,74,oI8,0.217364,-4.90772,,False
Co-Te,aflow:f46b46d8177820af,Co1Te3,123,tP4,0.210077,-3.92317,,False
Co-Te,aflow:f5e1ec6a45119209,Co1Te2,191,hP3,1.07419,-3.38967,,False
Co-Te,aflow:f6d3fdbeba53e768,Co1Te2,139,tI6,0.23308,-4.23078,,False
Co-Te,aflow:f88be68f6d201faf,Co3Te1,139,tI8,0.225755,-5.89117,,False
Co-Te,aflow:fa03971457632319,Co1Te2,123,tP3,0.365404,-4.09846,,False
Co-Te,aflow:fb630fb793fed742,Co1Te3,139,tI8,0.809607,-3.32364,,False
Co-Te,aflow:fc92fee3e2156614,Co6Te2,63,oS16,0.338951,-5.77797,,False
Co-Te,aflow:fca660294d73a780,Co6Te4,43,oF40,0.252858,-5.26896,,False
Co-Se,aflow:0030137489db4149,Co2Se2,59,oP4,-0.270379,-5.56609,,True
Co-Se,aflow:005db9e020d6df0e,Co3Se1,166,hR4,0.340547,-5.86169,,False
Co-Se,aflow:01e98cf40734ca9b,Co3Se1,47,oP4,0.255815,-5.94642,,False
Co-Se,aflow:04977453e92cf841,Co4Se2,63,oS12,0.195111,-5.70495,,False
Co-Se,aflow:04409afa6f1b9d44,Co4Se8,205,cP12,,-3.85223,0.0,False
Co-Se,aflow:0479761778964a63,Co1Se5,38,oS12,0.255508,-3.8315,,False
Co-Se,aflow:06349c405b6c228b,Co7Se1,225,cF32,0.162049,-6.49345,,False
Co-Se,aflow:0819af18c99dfbe2,Co2Se2,63,oS8,0.0721877,-5.22352,,False
Co-Se,aflow:0c2e7999a3ced3f6,Co3Se1,44,oI8,0.237138,-5.9651,,False
Co-Se,aflow:10c0e60f9cce5dd0,Co3Se3,8,mS12,-0.135148,-5.43086,,True
Co-Se,aflow:115f9898c9ae136b,Co1Se3,71,oI8,0.091969,-4.29722,,False
Co-Se,aflow:1235feebcc92b5ce,Co4Se2,12,mS12,0.22576,-5.6743,,False
Co-Se,aflow:128f413b6e4adb26,Co1Se1,221,cP2,0.278623,-5.01709,,False
Co-Se,aflow:1342b28cfc739d3d,Co3Se1,10,mP4,0.264216,-5.93802,,False
Co-Se,aflow:14d45b5f3f74c075,Co1Se2,139,tI6,0.134327,-4.55703,,False
Co-Se,aflow:14bc82f621f79290,Co9Se8,225,cF68,,-4.05799,0.8371,False
Co-Se,aflow:17cb83c7baf2fa80,Co3Se1,12,mS8,0.2547,-5.94754,,False
Co-Se,aflow:18fc414e37d32ee5,Co2Se4,12,mS12,-0.217858,-4.90922,,True
Co-Se,aflow:182a7c6bbcb70186,Co9Se8,225,cF68,,-3.4947,0.0,False
Co-Se,aflow:199ae74f0174aa22,Co3Se4,12,mS14,,-3.85074,0.0,False
Co-Se,aflow:1b1630c5dda5e1df,Co12Se17,217,cI58,0.369492,-4.61362,,False
Co-Se,aflow:200d9ac5b54dc8b2,Co2Se2,11,mP4,-0.270658,-5.56637,,True
Co-Se,aflow:20038ad3eae58589,Co3Se1,166,hR4,0.376086,-5.82615,,False
Co-Se,aflow:222357961ace107f,Co1Se2,69,oF12,0.126271,-4.56509,,False
Co-Se,aflow:22a54302a9f4dff8,Co2Se2,194,hP4,,-4.05312,0.106,False
Co-Se,aflow:243e7e2611a697b3,Co3Se1,65,oS8,0.275151,-5.92708,,False
Co-Se,aflow:29ab8b406780a4f7,Co4Se8,205,cP12,-0.277764,-4.96912,,True
Co-Se,aflow:2b9a8443e3a3dfce,Co1Se3,71,oI8,0.100003,-4.28918,,False
Co-Se,aflow:2cf582d4a7625d93,Co1Se2,164,hP3,-0.279188,-4.97055,,True
Co-Se,aflow:2c2d5400d830a810,Co2Se4,58,oP6,,-3.85395,0.0,False
Co-Se,aflow:2d274c1a3d495cb8,Co1Se5,38,oS12,0.0170318,-4.06998,,False
Co-Se,aflow:2e8c2d43f1361814,Co2Se2,227,cF16,0.747625,-4.54809,,False
Co-Se,aflow:32567a7953741a77,Co2Se4,63,oS12,-0.233636,-4.925,,True
Co-Se,aflow:3561ee0c461c1223,Co1Se1,221,cP2,0.258989,-5.03672,,False
Co-Se,aflow:35f1f7cf704d44e0,Co2Se1,164,hP3,0.336537,-5.56352,,False
Co-Se,aflow:36e533529b1c8c8f,Co3Se2,166,hR5,0.267871,-5.39045,,False
Co-Se,aflow:37972cad6eab50a1,Co3Se1,65,oS8,0.264476,-5.93776,,False
Co-Se,aflow:3a3eb6f05094479c,Co2Se2,166,hR4,0.0104315,-5.28528,,False
Co-Se,aflow:3c541a2de319a52c,Co2Se1,191,hP3,0.496931,-5.40313,,False
Co-Se,aflow:3fab8bb560d67e72,Co2Se4,63,oS12,-0.233313,-4.92467,,True
Co-Se,aflow:42898c9c662c8cd2,Co2Se2,164,hP4,-0.227136,-5.52285,,True
Co-Se,aflow:43bfc13d1748e045,Co1Se3,25,oP4,0.377156,-4.01203,,False
Co-Se,aflow:449a56c668ccc0f7,Co2Se2,63,oS8,0.0726893,-5.22302,,False
Co-Se,aflow:447fca9041d260b0,Co8Se4,225,cP12,0.0617977,-5.83826,,False
Co-Se,aflow:45a9076312810168,Co2Se3,166,hR5,-0.161833,-5.09493,,True
Co-Se,aflow:46895b06ca71c5f0,Co1Se1,187,hP2,0.123303,-5.17241,,False
Co-Se,aflow:46ed53f558a42593,Co2Se4,8,mS12,-0.127959,-4.81932,,True
Co-Se,aflow:474f5027fc5b9269,Co1Se3,221,cP4,0.484735,-3.90445,,False
Co-Se,aflow:47d5e442a70697fd,Co10Se8,193,hP18,0.280376,-5.21678,,False
Co-Se,aflow:4e1057a337888aff,Co2Se2,194,hP4,,-3.44054,0.0,False
Co-Se,aflow:52ab898117c61026,Co1Se3,47,oP4,0.197891,-4.19129,,False
Co-Se,aflow:52a4f0f316b6abce,Co2Se2,194,hP4,-0.139742,-5.43545,,True
Co-Se,aflow:5615bff1d38ad710,Co2Se2,129,tP4,-0.155209,-5.45092,,True
Co-Se,aflow:5a94bed8d550554f,Co3Se4,12,mS14,,-3.85047,0.0,False
Co-Se,aflow:5ce994080c1e74f5,Co4Se8,205,cP12,,-3.85221,0.0,False
Co-Se,aflow:5c774b63e3dd74b0,Co2Se2,194,hP4,0.183504,-5.11221,,False
Co-Se,aflow:5d52af80167cd2b1,Co2Se1,164,hP3,0.223345,-5.67672,,False
Co-Se,aflow:5d52883bea68a7ef,Co1Se5,189,hP6,0.286046,-3.80096,,False
Co-Se,aflow:6260940c14e1d73b,Co4Se8,205,cP12,,-3.85223,0.0,False
Co-Se,aflow:6338ab19a5425721,Co1Se2,69,oF12,0.126259,-4.5651,,False
Co-Se,aflow:6309cee35849ff37,Co4Se8,205,cP12,,-3.85222,0.0,False
Co-Se,aflow:64ce212c4758cc3d,Co4Se2,63,oS12,0.183817,-5.71624,,False
Co-Se,aflow:65a150847af47702,Co1Se2,71,oI6,0.131691,-4.55967,,False
Co-Se,aflow:66232ade9c86c7ff,Co1Se7,225,cF32,0.792142,-3.14378,,False
Co-Se,aflow:66909ff9fe90c02a,Co1Se3,166,hR4,0.0564573,-4.33273,,False
Co-Se,aflow:66553700b55d54ab,Co3Se3,8,mS12,0.0211805,-5.27453,,False
Co-Se,aflow:69125d3d6c97c422,Co4Se8,205,cP12,-0.277826,-4.96919,,True
Co-Se,aflow:6c8306af20c35e7a,Co3Se1,187,hP4,0.380146,-5.82209,,False
Co-Se,aflow:6e4ef2bd331bbe07,Co3Se1,44,oI8,0.237141,-5.96509,,False
Co-Se,aflow:6e76ce1e1f34ade5,Co4Se8,205,cP12,,-3.85222,0.0,False
Co-Se,aflow:6e5a08b470bf2790,Co17Se12,217,cI58,0.274856,-5.33345,,False
Co-Se,aflow:6fdc000a334fb2a8,Co3Se1,123,tP4,0.259169,-5.94307,,False
Co-Se,aflow:6faa9889280316f9,Co16Se8,227,cF96,0.216848,-5.68321,,False
Co-Se,aflow:709d20a2a75ec2eb,Co2Se1,123,tP3,0.312298,-5.58776,,False
Co-Se,aflow:71c30dc2fea9ce7c,Co3Se1,25,oP4,0.275953,-5.92628,,False
Co-Se,aflow:71198a10bc69c7ba,Co2Se4,12,mS12,-0.087294,-4.77865,,True
Co-Se,aflow:729bddc06df4ee49,Co4Se1,229,cI10,0.6701,-5.71344,,False
Co-Se,aflow:737f1d323c2e84bd,Co4Se1,87,tI10,0.186325,-6.19722,,False
Co-Se,aflow:7527da83baa4e860,Co2Se6,139,tI16,0.425236,-3.96395,,False
Co-Se,aflow:76fd2749a9665781,Co4Se8,205,cP12,,-3.85222,0.0,False
Co-Se,aflow:7b5409b7d65c5639,Co5Se1,189,hP6,0.155658,-6.34875,,False
Co-Se,aflow:7deefb73b43609b5,Co2Se4,141,tI12,0.136487,-4.55487,,False
Co-Se,aflow:81b475b4f9efe95b,Co4Se8,205,cP12,,-3.85218,0.0,False
Co-Se,aflow:8129b919e5e8eeeb,Co1Se3,123,tP4,0.650863,-3.73832,,False
Co-Se,aflow:8100f0b5dbfc12f7,Co4Se8,205,cP12,,-3.85222,0.0,False
Co-Se,aflow:82c37269a51da4db,Co3Se1,221,cP4,0.259167,-5.94307,,False
Co-Se,aflow:8502059dc12b8f4d,Co2Se2,51,oP4,0.169422,-5.12629,,False
Co-Se,aflow:85bb3af6a59182c7,Co1Se3,65,oS8,0.17948,-4.2097,,False
Co-Se,aflow:868f24db1ecd1b1a,Co2Se4,12,mS12,-0.085178,-4.77654,,True
Co-Se,aflow:9175f9ec35abf39f,Co9Se8,225,cF68,-0.277084,-5.67944,,True
Co-Se,aflow:925b6d3f4c413f60,Co4Se2,12,mS12,0.136819,-5.76324,,False
Co-Se,aflow:95a1da36fddbda94,Co4Se2,141,tI12,0.412221,-5.48784,,False
Co-Se,aflow:97b8972dfda1fad8,Co2Se4,12,mS12,-0.218001,-4.90936,,True
Co-Se,aflow:9889b841b91c5d67,Co5Se1,123,tP6,0.194935,-6.30948,,False
Co-Se,aflow:9c4f22c6678e4534,Co1Se3,65,oS8,0.742235,-3.64695,,False
Co-Se,aflow:9d765204f515ee00,Co6Se7,166,hR13,0.658973,-4.49727,,False
Co-Se,aflow:9dfdeadc2610d80d,Co4Se2,194,hP6,0.240296,-5.65976,,False
Co-Se,aflow:9f759d9ed62ab722,Co2Se1,139,tI6,0.274329,-5.62573,,False
Co-Se,aflow:a0c6c4c8479ae785,Co1Se3,65,oS8,-0.0419487,-4.43113,,True
Co-Se,aflow:a3427c5957f09b38,Co1Se3,166,hR4,0.228346,-4.16084,,False
Co-Se,aflow:a4db988454108600,Co4Se1,139,tI10,0.36775,-6.01579,,False
Co-Se,aflow:a478f948863c0150,Co2Se1,164,hP3,0.222604,-5.67746,,False
Co-Se,aflow:a560667af6f09c1b,Co1Se3,123,tP4,0.178691,-4.21049,,False
Co-Se,aflow:a50f8ac31720ed76,Co2Se2,59,oP4,-0.15381,-5.44952,,True
Co-Se,aflow:a8356942912999ef,Co3Se1,71,oI8,0.253287,-5.94895,,False
Co-Se,aflow:af97cf6d7fc0faa2,Co4Se8,205,cP12,,-3.57726,0.0,False
Co-Se,aflow:b065a619be5c620a,Co2Se2,129,tP4,-0.15365,-5.44936,,True
Co-Se,aflow:b05f89dda8bccca9,Co4Se2,194,hP6,0.240298,-5.65976,,False
Co-Se,aflow:b0a00abf6ad8c760,Co2Se2,194,hP4,,-4.05322,0.1051,False
Co-Se,aflow:b10e9feb9d4ec457,Co4Se16,197,cI40,0.273357,-3.93452,,False
Co-Se,aflow:b1879d426068ff18,Co2Se2,74,oI8,0.177293,-5.11842,,False
Co-Se,aflow:b2fb5677f84563ea,Co4Se2,12,mS12,0.172535,-5.72752,,False
Co-Se,aflow:b3aae13abb75416c,Co2Se1,139,tI6,0.300789,-5.59927,,False
Co-Se,aflow:b44788c01b32f487,Co2Se2,194,hP4,,-4.05309,0.1075,False
Co-Se,aflow:b58c312bf37fcad7,Co1Se1,225,cF8,0.103979,-5.19173,,False
Co-Se,aflow:b6f0363094ad9322,Co2Se2,194,hP4,,-4.05309,0.1013,False
Co-Se,aflow:bb813e5807792de2,Co2Se2,141,tI8,0.415561,-4.88015,,False
Co-Se,aflow:c3c6971a7eae56f4,Co1Se3,139,tI8,0.654406,-3.73478,,False
Co-Se,aflow:c462f346b38fedd5,Co1Se3,225,cF16,0.65397,-3.73521,,False
Co-Se,aflow:ce3e6e1cd97d4a45,Co2Se2,194,hP4,,-4.05322,0.1061,False
Co-Se,aflow:cf6d6a0fe64cc898,Co3Se4,191,hP7,0.508341,-4.52836,,False
Co-Se,aflow:d0a73f2ef301e75e,Co1Se4,229,cI10,0.312108,-3.89577,,False
Co-Se,aflow:d0c98c6eb0cf320f,Co2Se2,12,mS8,-0.0149467,-5.31066,,True
Co-Se,aflow:d08101360042633c,Co2Se6,63,oS16,0.0411139,-4.34807,,False
Co-Se,aflow:d160444112777fc7,Co2Se1,71,oI6,0.27261,-5.62745,,False
Co-Se,aflow:d396e2bd315a18c6,Co2Se1,139,tI6,0.301293,-5.59877,,False
